index,true_label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,label,description_lengths,description_lengths_unnormalized,is_error,L_0,L_1,L_2,L_3,L_4,L_5,r_min,r_med,relative_position,pseudo_probability,normalized_entropy,description_length_margin,description_length_true_cost,kullback_leibler_divergence
445057,0,3046,14,19,480,187,1315,199,198,131,3528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.05613922 0.04571513 0.27876083 0.20315388 0.21724644 0.19898451],"[ 36.4178254   29.65565847 180.83371294 131.78705759 140.92898336
 129.08236634]",1,36.4178254,29.65565847,180.83371294,131.78705759,140.92898336,129.08236634,1.0,0.29739141190294843,0.04472981844925888,0.998844616529985,0.005005664813286719,0.9895759079507702,0.05613921811338313,0.9999421392242792
454000,1,3275,324,16,594,206,3164,178,221,182,3378,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[0.05644044 0.05672293 0.24886029 0.2262481  0.21799695 0.19373129],"[ 35.50166923  35.67936085 156.53592404 142.31259703 137.12253415
 121.85916032]",1,35.50166923,35.67936085,156.53592404,142.31259703,137.12253415,121.85916032,1.0,0.30066950525952374,0.0014681101666423058,0.5443063876604632,0.38465872558793907,0.999717506449627,0.0567229299927302,0.7565513531353464
464628,5,3393,357,17,424,61,3812,192,208,152,3398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[0.05476661 0.09641697 0.24040317 0.22702579 0.22635438 0.15503308],"[ 35.09344789  61.78224314 154.04599269 145.47401011 145.04378299
  99.34238902]",1,35.09344789,61.78224314,154.04599269,145.47401011,145.04378299,99.34238902,1.0,0.9173914469863148,0.540122460074178,1.0,3.964862099771249e-11,0.9583496402243343,0.15503308429244822,1.0
471157,0,3137,164,13,150,7,2402,231,244,141,433,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0.05278458 0.10142399 0.19821942 0.22603641 0.23376138 0.18777422],"[ 28.17059103  54.12894407 105.78766971 120.63331398 124.75604939
 100.21317754]",0,28.17059103,54.12894407,105.78766971,120.63331398,124.75604939,100.21317754,0.520434889567569,0.2786303028121303,0.0,5.326405982941651e-12,8.013907078368182e-11,0.9513605924638275,0.05278458365720015,0.5000000923523903
483511,1,2859,45,19,30,10,878,221,194,99,470,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,[0.0777799  0.05351892 0.14121388 0.2113448  0.25559528 0.26054721],"[ 42.14818041  29.00138722  76.52244459 114.52571674 138.50462298
 141.18802907]",0,42.14818041,29.00138722,76.52244459,114.52571674,138.50462298,141.18802907,0.6880815953903221,0.28272577078922223,0.0,1.951728550664278e-06,1.5409826229181952e-05,0.9757390172428008,0.05351891865268466,0.500000797448307
494034,0,3117,16,25,371,91,960,189,179,117,1414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.05916918 0.0493159  0.1726678  0.20110083 0.21769421 0.30005208],"[ 37.43302986  31.19940893 109.23725529 127.22524845 137.72295065
 189.82616682]",1,37.43302986,31.19940893,109.23725529,127.22524845,137.72295065,189.82616682,1.0,0.31445174874263415,0.03929741118634862,0.998041509666789,0.00790781198777104,0.990146717049726,0.059169179364366165,0.9998761162089483
514827,0,3219,274,10,335,13,607,194,243,188,1854,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0.04879722 0.08568478 0.19987742 0.20837167 0.18720342 0.27006549],"[ 34.4366686   60.4685774  141.05541874 147.04989048 132.11125552
 190.58781714]",0,34.4366686,60.4685774,141.05541874,147.04989048,132.11125552,190.58781714,0.5694969202207575,0.2565027245897101,0.0,4.948708109964173e-12,7.465906180543898e-11,0.9631124363739166,0.0487972208957972,0.5000001408352529
516929,1,3304,71,14,516,90,1068,235,211,104,2550,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,[0.05834832 0.05921313 0.22318555 0.23929468 0.27620503 0.14375329],"[ 29.26773377  29.70152572 111.95069826 120.0310989  138.54546549
  72.10718387]",1,29.26773377,29.70152572,111.95069826,120.0310989,138.54546549,72.10718387,1.0,0.3147000264062427,0.003969628058418398,0.6067787866179297,0.3740274293137199,0.9991351899023041,0.05921313053326734,0.7935711254063483
519011,1,3137,306,18,210,65,1560,167,227,199,2318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,[0.0566401  0.05165451 0.19723997 0.26429202 0.20642364 0.22374976],"[ 31.64897401  28.86315846 110.21241317 147.67930502 115.34400245
 125.02537945]",0,31.64897401,28.86315846,110.21241317,147.67930502,115.34400245,125.02537945,0.9119776979174189,0.2723401560986446,0.0,0.05809550717954626,0.12373020386803274,0.9950144076565158,0.05165451166605243,0.5215735258297036
535062,0,3227,149,13,192,37,1710,237,239,129,1423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0.03599617 0.08454312 0.18728255 0.20634871 0.25575861 0.23007085],"[ 24.59616712  57.76827701 127.97008963 140.99799028 174.75975719
 157.20732163]",0,24.59616712,57.76827701,127.97008963,140.99799028,174.75975719,157.20732163,0.42577290500314735,0.18670137261529157,0.0,3.9968028886505635e-15,7.478415806828903e-14,0.9514530525832194,0.035996167738156094,0.5000001540460254
538014,0,3233,21,13,582,115,3030,211,212,135,797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.05489672 0.04718079 0.2310551  0.25276177 0.22851355 0.18559206],"[ 32.88894227  28.26628671 138.42645363 151.43104747 136.90379664
 111.18928252]",1,32.88894227,28.26628671,138.42645363,151.43104747,136.90379664,111.18928252,1.0,0.2904270800489253,0.03753229033562789,0.990268957623744,0.030563229299123237,0.9922840748851085,0.054896717345583095,0.9987497870096539
549108,1,3093,150,23,180,2,3521,242,232,107,882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[0.04377315 0.04774735 0.20707533 0.19793122 0.27614537 0.22732758],"[ 24.71671881  26.96076835 116.92606944 111.76280532 155.92679489
 128.36160269]",1,24.71671881,26.96076835,116.92606944,111.76280532,155.92679489,128.36160269,1.0,0.2507073613756274,0.017102722649247445,0.9041360233002037,0.1763065745015295,0.996025802488616,0.047747349856443126,0.9671648010146776
552594,0,3412,227,12,664,8,1464,203,251,184,3966,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[0.04230895 0.07721229 0.23149206 0.20991396 0.17244666 0.26662609],"[ 35.87420421  65.46912151 196.28456933 177.98827415 146.21934876
 226.07508537]",0,35.87420421,65.46912151,196.28456933,177.98827415,146.21934876,226.07508537,0.5479560956682836,0.2208903704849673,0.0,1.4033219031261979e-13,2.395865730802516e-12,0.9650966538409392,0.042308946331215694,0.5000001890107908
578247,2,2579,197,27,283,165,1674,201,250,167,618,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0.11368122 0.05146977 0.14676851 0.21788762 0.22014371 0.25004917],"[ 72.19241714  32.6854934   93.20425674 138.36791881 139.80063397
 158.79187371]",1,72.19241714,32.6854934,93.20425674,138.36791881,139.80063397,158.79187371,1.0,0.8600744019888305,0.47990246957172455,1.0,1.5337498342684905e-16,0.9377885450086102,0.14676851230802637,1.0
