index,true_label,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label,description_lengths,description_lengths_unnormalized
730,2,9.5,0.55,0.66,2.3,0.387,12.0,37.0,0.9982,3.17,0.67,9.6,2,[0.12679357 0.1998118  0.1078211  0.18384879 0.19143871 0.19028602],[36.35492895 57.29110732 30.9150427  52.71410787 54.89032806 54.55982368]
731,2,8.9,0.875,0.13,3.45,0.088,4.0,14.0,0.9994,3.44,0.52,11.5,1,[0.12917291 0.11653154 0.13273206 0.13079932 0.16152012 0.32924406],[25.78706541 23.26344138 26.497586   26.1117488  32.24460956 65.72770066]
732,2,7.3,0.835,0.03,2.1,0.092,10.0,19.0,0.9966,3.39,0.47,9.6,0,[0.09236607 0.09873995 0.11594958 0.13283779 0.18347223 0.37663438],[16.79897411 17.95821548 21.08819821 24.1597221  33.36880229 68.49994756]
733,2,7.0,0.45,0.34,2.7,0.082,16.0,72.0,0.998,3.55,0.6,9.5,2,[0.32156587 0.12276341 0.11577182 0.12658555 0.15039811 0.16291523],[55.36159875 21.1352611  19.93157199 21.79329133 25.89292236 28.0479011 ]
734,2,7.7,0.56,0.2,2.0,0.075,9.0,39.0,0.9987,3.48,0.62,9.3,1,[0.18278836 0.14202179 0.14538835 0.15137735 0.185435   0.19298915],[24.52638426 19.05636134 19.50808335 20.31168228 24.88150891 25.89511746]
735,2,7.7,0.965,0.1,2.1,0.112,11.0,22.0,0.9963,3.26,0.5,9.5,1,[0.12029425 0.11237983 0.13689897 0.15719624 0.2080535  0.26517721],[20.68920505 19.32801757 23.54502375 27.03591619 35.78277159 45.6073822 ]
736,2,7.7,0.965,0.1,2.1,0.112,11.0,22.0,0.9963,3.26,0.5,9.5,1,[0.12029425 0.11237983 0.13689897 0.15719624 0.2080535  0.26517721],[20.68920505 19.32801757 23.54502375 27.03591619 35.78277159 45.6073822 ]
737,3,8.2,0.59,0.0,2.5,0.093,19.0,58.0,1.0002,3.5,0.65,9.3,2,[0.18222829 0.14153381 0.13143871 0.13644084 0.1746023  0.23375605],[31.10448727 24.15835931 22.43522915 23.28904216 29.80280866 39.89974218]
738,2,9.0,0.46,0.23,2.8,0.092,28.0,104.0,0.9983,3.1,0.56,9.2,2,[0.29160311 0.13233451 0.1030571  0.13208381 0.15968846 0.18123301],[60.38988129 27.40596756 21.34272898 27.35404872 33.07086592 37.53266006]
739,2,9.0,0.69,0.0,2.4,0.088,19.0,38.0,0.999,3.35,0.6,9.3,2,[0.19357238 0.13154984 0.12160258 0.13709222 0.18555029 0.23063269],[30.57674147 20.77964671 19.20837443 21.65512115 29.30957069 36.43079878]
740,3,8.3,0.76,0.29,4.2,0.075,12.0,16.0,0.9965,3.45,0.68,11.5,1,[0.22306868 0.13864212 0.1570976  0.14439356 0.15153404 0.185264  ],[34.24457178 21.28375858 24.1169676  22.16669571 23.2628728  28.44095496]
741,2,9.2,0.53,0.24,2.6,0.078,28.0,139.0,0.99788,3.21,0.57,9.5,2,[0.2883572  0.14298421 0.0951353  0.13958535 0.13549337 0.19844457],[64.45252376 31.95929608 21.26428676 31.19959677 30.28497168 44.35558882]
742,2,6.5,0.615,0.0,1.9,0.065,9.0,18.0,0.9972,3.46,0.65,9.2,0,[0.14188351 0.14361775 0.16517213 0.16879616 0.19443372 0.18609672],[19.87328607 20.11619689 23.13526833 23.64287738 27.23386918 26.06612559]
743,2,11.6,0.41,0.58,2.8,0.096,25.0,101.0,1.00024,3.13,0.53,10.0,4,[0.26103203 0.16054227 0.12950083 0.1373382  0.12899875 0.18258791],[58.83227081 36.18355158 29.1873294  30.95374209 29.07416969 41.15227259]
744,2,11.1,0.39,0.54,2.7,0.095,21.0,101.0,1.0001,3.13,0.51,9.5,2,[0.27863981 0.15483669 0.12127473 0.13249839 0.14754601 0.16520436],[62.42156002 34.68688719 27.16825574 29.68260842 33.05361243 37.00947689]
745,3,7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,2,[0.19646764 0.15103848 0.14931608 0.15168779 0.17990004 0.17158997],[25.98221792 19.97435624 19.74657522 20.06022539 23.79120613 22.69222488]
746,3,8.2,0.34,0.38,2.5,0.08,12.0,57.0,0.9978,3.3,0.47,9.0,2,[0.2350433  0.14043353 0.12733679 0.1285327  0.15806741 0.21058627],[38.42048453 22.95544762 20.81463769 21.01012296 25.83790425 34.42270572]
747,2,8.6,0.33,0.4,2.6,0.083,16.0,68.0,0.99782,3.3,0.48,9.4,2,[0.27901512 0.13421294 0.11724466 0.12623238 0.14760959 0.1956853 ],[46.71806809 22.47250745 19.63135172 21.13624846 24.71563088 32.76538934]
748,3,7.2,0.5,0.18,2.1,0.071,12.0,31.0,0.99761,3.52,0.72,9.6,2,[0.19997854 0.15557732 0.1507729  0.15228105 0.16999348 0.17139671],[25.53459903 19.86515463 19.25169353 19.4442638  21.70590627 21.8850805 ]
749,3,7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,3,[0.23477069 0.14589083 0.14573219 0.14391257 0.17015308 0.15954064],[32.21532599 20.01919576 19.99742814 19.74773853 23.34847135 21.89222904]
750,2,8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,2,[0.17546559 0.13394169 0.13318728 0.14721748 0.17965241 0.23053555],[24.26907126 18.52580033 18.42145644 20.36200772 24.8481612  31.88593196]
751,2,8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,2,[0.19260923 0.13703241 0.11984866 0.13698384 0.18460584 0.22892002],[27.64052336 19.66493272 17.19896664 19.65796185 26.49199073 32.85132936]
752,2,7.6,0.54,0.13,2.5,0.097,24.0,66.0,0.99785,3.39,0.61,9.4,2,[0.32673803 0.11246398 0.1004564  0.10989363 0.1461847  0.20426324],[59.32493353 20.41977876 18.23959535 19.95308709 26.5423577  37.08752031]
753,2,8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,2,[0.19601366 0.12718009 0.12707175 0.13712309 0.17001593 0.24259549],[27.73143191 17.99306248 17.9777343  19.39976806 24.05334987 34.32169049]
754,3,7.8,0.48,0.68,1.7,0.415,14.0,32.0,0.99656,3.09,1.06,9.1,2,[0.20659579 0.18877637 0.10772718 0.11613929 0.18431732 0.19644405],[67.3842677  61.57219983 35.13680964 37.88054481 60.11781474 64.07312879]
755,3,7.8,0.91,0.07,1.9,0.058,22.0,47.0,0.99525,3.51,0.43,10.7,0,[0.12103365 0.12444373 0.15184099 0.1567128  0.21099042 0.2349784 ],[20.09577035 20.66196251 25.210855   26.01974252 35.03170511 39.01453939]
756,3,6.3,0.98,0.01,2.0,0.057,15.0,33.0,0.99488,3.6,0.46,11.2,1,[0.14310085 0.12069323 0.16854442 0.16867476 0.20550984 0.1934769 ],[25.990961   21.92113566 30.61219774 30.63586994 37.32611147 35.14060537]
757,2,8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,9.8,1,[0.12589726 0.11975841 0.14388641 0.16322478 0.21814002 0.22909312],[18.53254181 17.62888138 21.1806111  24.02729071 32.11101801 33.72335406]
758,2,8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,9.8,1,[0.14618715 0.12312194 0.14988816 0.16957009 0.21148818 0.19974448],[20.7632775  17.4872749  21.28893928 24.084407   30.0381227  28.37013994]
759,2,8.8,0.42,0.21,2.5,0.092,33.0,88.0,0.99823,3.19,0.52,9.2,2,[0.29545266 0.12901933 0.10415279 0.13107871 0.15848127 0.18181524],[58.56182841 25.5729898  20.6441803  25.98118122 31.41265668 36.03769616]
760,2,9.0,0.58,0.25,2.8,0.075,9.0,104.0,0.99779,3.23,0.57,9.7,2,[0.32007121 0.12748175 0.10334697 0.1297918  0.15787684 0.16143144],[57.18342962 22.77569338 18.46381052 23.18840325 28.20603328 28.84109189]
761,2,9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.99738,3.25,0.42,9.6,1,[0.18813464 0.12471355 0.12489897 0.13064803 0.17191381 0.259691  ],[30.21497968 20.02936559 20.05914441 20.9824596  27.60986623 41.70714243]
762,3,8.8,0.7,0.0,1.7,0.069,8.0,19.0,0.99701,3.31,0.53,10.0,1,[0.14955057 0.13235402 0.14489718 0.1600977  0.19062339 0.22247714],[20.90729453 18.50320281 20.25674761 22.38179257 26.64930895 31.10249045]
763,2,9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.99738,3.25,0.42,9.6,2,[0.2128381  0.12701508 0.12261375 0.13526222 0.16603772 0.23623312],[33.75203911 20.14215502 19.44418906 21.44999292 26.33039717 37.46204089]
764,3,9.1,0.68,0.11,2.8,0.093,11.0,44.0,0.99888,3.31,0.55,9.5,2,[0.16562079 0.13951294 0.12270495 0.138366   0.18451601 0.24927931],[24.76825907 20.86388218 18.35027959 20.69235858 27.59400038 37.27922309]
765,3,9.2,0.67,0.1,3.0,0.091,12.0,48.0,0.99888,3.31,0.54,9.5,2,[0.15783492 0.13262792 0.12620239 0.14699931 0.18832194 0.24801352],[23.4680815  19.72011539 18.7647198  21.85696215 28.00112204 36.8765148 ]
766,2,8.8,0.59,0.18,2.9,0.089,12.0,74.0,0.99738,3.14,0.54,9.4,2,[0.31912974 0.11765201 0.10603221 0.12403954 0.14191061 0.19123588],[56.12678479 20.69198946 18.64836302 21.81539255 24.95845886 33.63351461]
767,2,7.5,0.6,0.32,2.7,0.103,13.0,98.0,0.99938,3.45,0.62,9.5,2,[0.28727707 0.12729687 0.10362142 0.12787276 0.14820314 0.20572873],[54.46183242 24.13287225 19.64449246 24.2420493  28.09627162 39.00194159]
768,3,7.1,0.59,0.02,2.3,0.082,24.0,94.0,0.99744,3.55,0.53,9.7,2,[0.27124546 0.11971072 0.10920146 0.13616624 0.1745539  0.18912222],[51.89453605 22.90299073 20.89236515 26.05125138 33.3955581  36.18276266]
769,2,7.9,0.72,0.01,1.9,0.076,7.0,32.0,0.99668,3.39,0.54,9.6,1,[0.21350625 0.11523643 0.13461018 0.14618232 0.17727867 0.21318616],[31.7151295  17.1177106  19.99557016 21.71454576 26.33373005 31.66758299]
770,3,7.1,0.59,0.02,2.3,0.082,24.0,94.0,0.99744,3.55,0.53,9.7,2,[0.26964372 0.11920031 0.11106216 0.13497259 0.16366436 0.20145686],[50.84488109 22.47679156 20.94223593 25.45086183 30.86107414 37.98734995]
771,2,9.4,0.685,0.26,2.4,0.082,23.0,143.0,0.9978,3.28,0.55,9.4,2,[0.25368206 0.13777954 0.10467762 0.14972489 0.14495289 0.20918299],[55.79532937 30.30350233 23.02300015 32.93078483 31.88122208 46.00811682]
772,2,9.5,0.57,0.27,2.3,0.082,23.0,144.0,0.99782,3.27,0.55,9.4,2,[0.24778083 0.13166093 0.08915904 0.12375518 0.16758675 0.24005727],[62.0076772  32.94842697 22.31223971 30.96999709 41.93893858 60.07484191]
773,3,7.9,0.4,0.29,1.8,0.157,1.0,44.0,0.9973,3.3,0.92,9.5,3,[0.14031287 0.16010216 0.12485069 0.11988206 0.17392891 0.2809233 ],[27.99390774 31.9420809  24.90903912 23.91774483 34.70066454 56.04718255]
774,3,7.9,0.4,0.3,1.8,0.157,2.0,45.0,0.99727,3.31,0.91,9.5,2,[0.12566303 0.16807179 0.12108553 0.1215962  0.16695338 0.29663007],[24.49928573 32.76730454 23.60685509 23.70641648 32.54926019 57.83104894]
775,2,7.2,1.0,0.0,3.0,0.102,7.0,16.0,0.99586,3.43,0.46,10.0,1,[0.11287898 0.11045122 0.14611922 0.16458694 0.2083468  0.25761683],[19.84009225 19.41337789 25.68253858 28.9285033  36.61992375 45.27983452]
776,3,6.9,0.765,0.18,2.4,0.243,5.5,48.0,0.99612,3.4,0.6,10.3,0,[0.0835885  0.19378157 0.12498598 0.13241712 0.22938135 0.23584549],[20.77795621 48.16912856 31.06830788 32.91549884 57.01831945 58.6251404 ]
777,3,6.9,0.635,0.17,2.4,0.241,6.0,18.0,0.9961,3.4,0.59,10.3,0,[0.0892531  0.20089241 0.12772991 0.12618398 0.22669504 0.22924556],[21.76285855 48.98421284 31.14477709 30.76782703 55.27574824 55.8976479 ]
778,2,8.3,0.43,0.3,3.4,0.079,7.0,34.0,0.99788,3.36,0.61,10.5,4,[0.20263881 0.16294511 0.15775886 0.1498746  0.14833757 0.17844505],[25.73457526 20.69358453 20.03494381 19.03366451 18.8384664  22.66203465]
779,2,7.1,0.52,0.03,2.6,0.076,21.0,92.0,0.99745,3.5,0.6,9.8,2,[0.29542214 0.12452146 0.11037505 0.13370796 0.16552176 0.17045164],[52.7363925  22.2285726  19.70326878 23.86847275 29.54761696 30.42766035]
780,3,7.0,0.57,0.0,2.0,0.19,12.0,45.0,0.99676,3.31,0.6,9.4,0,[0.10579847 0.15335696 0.11535783 0.12252973 0.21498267 0.28797434],[21.70296878 31.45887838 23.66392687 25.13513563 44.10046781 59.07361401]
781,2,6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.99732,3.66,0.65,9.8,1,[0.19635447 0.13730103 0.14522821 0.14700653 0.17189769 0.20221206],[30.47312557 21.30835967 22.53861401 22.81459952 26.67756838 31.38219128]
782,2,9.0,0.82,0.05,2.4,0.081,26.0,96.0,0.99814,3.36,0.53,10.0,2,[0.27140657 0.11615376 0.10800685 0.13683145 0.18091958 0.18668179],[52.64967757 22.53246116 20.95205677 26.54368847 35.09626779 36.21406724]
783,2,6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.99732,3.66,0.65,9.8,1,[0.19040289 0.13382872 0.13907503 0.13778572 0.17353633 0.22537131],[31.38994458 22.0630895  22.92800103 22.71544448 28.60931342 37.15486079]
784,2,7.1,0.59,0.01,2.5,0.077,20.0,85.0,0.99746,3.55,0.59,9.8,1,[0.29147267 0.11485541 0.11779999 0.13160388 0.17152676 0.17274129],[51.68823439 20.36785587 20.8900327  23.3379419  30.41765719 30.63303502]
785,2,9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,2,[0.21702502 0.144305   0.13087037 0.14294939 0.15831997 0.20653025],[33.88127313 22.52844799 20.43107649 22.31681434 24.71642247 32.24286101]
786,2,9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,2,[0.22657731 0.1437431  0.13525773 0.14792431 0.16521648 0.18128107],[34.21337757 21.70533665 20.42403879 22.33670358 24.94783705 27.37360377]
787,3,10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,2,[0.2117085  0.1635713  0.13346429 0.14012265 0.15697499 0.19415828],[30.66613618 23.69342559 19.33240253 20.29687138 22.7379462  28.12397264]
788,3,10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,2,[0.23912169 0.15388198 0.1295273  0.13355497 0.15764136 0.1862727 ],[36.34636163 23.38997382 19.68807607 20.30027946 23.96139655 28.31334446]
789,2,8.6,0.63,0.17,2.9,0.099,21.0,119.0,0.998,3.09,0.52,9.3,2,[0.26194665 0.12584958 0.09554754 0.13003124 0.14827757 0.23834742],[58.88693477 28.29162315 21.47957105 29.23168206 33.33354816 53.58170885]
790,3,7.4,0.37,0.43,2.6,0.082,18.0,82.0,0.99708,3.33,0.68,9.7,2,[0.34711924 0.14518174 0.11722301 0.12266256 0.13659734 0.13121611],[58.19767362 24.34102876 19.65349586 20.56548456 22.90177622 21.99956581]
791,2,8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,2,[0.24817159 0.12687736 0.09397923 0.13471042 0.16203685 0.23422454],[55.34243423 28.29373876 20.95743197 30.04051509 36.13432871 52.23223198]
792,3,7.1,0.61,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,0.6,9.7,1,[0.29696487 0.1133829  0.11442336 0.13032803 0.17270437 0.17219648],[51.50479554 19.66482813 19.84528226 22.60374614 29.95338613 29.86529856]
793,2,7.7,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,10.8,1,[0.15233479 0.14560624 0.15952632 0.16226776 0.1757772  0.20448769],[20.48855269 19.58358369 21.45579116 21.82450572 23.641484   27.50295388]
794,3,10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,12.5,4,[0.25447863 0.16494891 0.19450663 0.14639013 0.11753529 0.1221404 ],[44.09951946 28.58459115 33.70675483 25.36847339 20.36811352 21.16615082]
795,2,10.8,0.89,0.3,2.6,0.132,7.0,60.0,0.99786,2.99,1.18,10.2,2,[0.25291386 0.12972501 0.12629029 0.13799471 0.16050519 0.19257093],[67.22109607 34.47916046 33.56625699 36.677135   42.6601171  51.18275673]
796,2,8.7,0.46,0.31,2.5,0.126,24.0,64.0,0.99746,3.1,0.74,9.6,2,[0.29130333 0.1384043  0.10105771 0.10886309 0.13559157 0.22478   ],[56.56481556 26.87512622 19.62322378 21.13886114 26.3289539  43.64742236]
797,4,9.3,0.37,0.44,1.6,0.038,21.0,42.0,0.99526,3.24,0.81,10.8,3,[0.20557755 0.20262486 0.15281813 0.13470867 0.136312   0.16795879],[31.32099337 30.87113286 23.28277434 20.5236881  20.76796476 25.58954564]
798,3,9.4,0.5,0.34,3.6,0.082,5.0,14.0,0.9987,3.29,0.52,10.7,2,[0.17052794 0.1584271  0.14594031 0.14765075 0.15029855 0.22715535],[25.18631189 23.39906534 21.55481529 21.80744095 22.19850968 33.54996028]
799,3,9.4,0.5,0.34,3.6,0.082,5.0,14.0,0.9987,3.29,0.52,10.7,3,[0.18484008 0.15387453 0.14743138 0.14260905 0.15114721 0.22009776],[26.74700303 22.26618007 21.33383415 20.63602562 21.87152725 31.84891264]
800,2,7.2,0.61,0.08,4.0,0.082,26.0,108.0,0.99641,3.25,0.51,9.4,2,[0.2613904  0.12142039 0.10051686 0.12997583 0.15472406 0.23197246],[54.68179736 25.40064594 21.02771472 27.19040953 32.36763779 48.52768464]
801,2,8.6,0.55,0.09,3.3,0.068,8.0,17.0,0.99735,3.23,0.44,10.0,2,[0.15535207 0.14344196 0.1400644  0.14726059 0.178418   0.235463  ],[22.00492879 20.317915   19.83949842 20.85880691 25.27211579 33.35228566]
802,4,5.1,0.585,0.0,1.7,0.044,14.0,86.0,0.99264,3.56,0.94,12.9,4,[0.28800842 0.15160268 0.16621177 0.13208978 0.12998812 0.13209923],[75.15175019 39.55858973 43.37062526 34.46697337 33.91857371 34.46943928]
803,3,7.7,0.56,0.08,2.5,0.114,14.0,46.0,0.9971,3.24,0.66,9.6,2,[0.1502076  0.13756542 0.1240572  0.14141619 0.16982911 0.27692448],[21.44413556 19.63929667 17.71081806 20.18904527 24.2453682  39.53465849]
804,3,8.4,0.52,0.22,2.7,0.084,4.0,18.0,0.99682,3.26,0.57,9.9,2,[0.17722834 0.14945048 0.14488697 0.15828134 0.17447895 0.19567392],[22.72898107 19.1665567  18.58130139 20.29908762 22.3763806  25.09456887]
805,4,8.2,0.28,0.4,2.4,0.052,4.0,10.0,0.99356,3.33,0.7,12.8,5,[0.2112239  0.18331887 0.21823108 0.15064876 0.12408996 0.11248743],[35.68697743 30.97232945 36.87086266 25.45260649 20.96541016 19.00512281]
806,4,8.4,0.25,0.39,2.0,0.041,4.0,10.0,0.99386,3.27,0.71,12.5,4,[0.25330809 0.17290814 0.19326114 0.14420538 0.11793337 0.11838388],[45.8812638  31.31855722 35.00506229 26.11967472 21.36107163 21.44267146]
807,4,8.2,0.28,0.4,2.4,0.052,4.0,10.0,0.99356,3.33,0.7,12.8,4,[0.19988317 0.18122701 0.21279672 0.14492011 0.12038807 0.14078493],[35.50044517 32.18699901 37.79396858 25.73867698 21.38164066 25.00424459]
808,2,7.4,0.53,0.12,1.9,0.165,4.0,12.0,0.99702,3.26,0.86,9.2,0,[0.11195683 0.1646465  0.11929773 0.13088789 0.18496935 0.2882417 ],[22.45801978 33.02732251 23.93056893 26.25550101 37.10399217 57.81994484]
809,3,7.6,0.48,0.31,2.8,0.07,4.0,15.0,0.99693,3.22,0.55,10.3,3,[0.18386506 0.15325186 0.1528799  0.1518879  0.16480861 0.19330668],[23.79331614 19.83177104 19.78363729 19.65526604 21.32728878 25.01512168]
810,2,7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.99562,3.3,0.47,10.5,0,[0.15278434 0.15334618 0.15631666 0.16080453 0.17166202 0.20508626],[20.70579744 20.78194063 21.18450927 21.79271872 23.26415866 27.79391291]
811,3,12.9,0.5,0.55,2.8,0.072,7.0,24.0,1.00012,3.09,0.68,10.9,4,[0.19566712 0.19535199 0.17806381 0.15708524 0.13537958 0.13845227],[35.15820956 35.10158471 31.99517919 28.22567138 24.32551507 24.87762792]
812,2,10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,4,[0.22237468 0.17353007 0.15758127 0.1363895  0.1313836  0.17874087],[32.35155639 25.24553537 22.92526805 19.84224406 19.11397446 26.00361367]
813,1,6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.99462,3.44,0.58,11.4,3,[0.16747525 0.15262331 0.17845575 0.15014333 0.15239434 0.19890802],[24.56646126 22.38787307 26.17715807 22.02409119 22.35428556 29.17724325]
814,3,12.6,0.41,0.54,2.8,0.103,19.0,41.0,0.99939,3.21,0.76,11.3,4,[0.21460457 0.19112011 0.16691008 0.13854052 0.11876997 0.17005476],[39.12115763 34.84007782 30.42673201 25.25512721 21.65107021 30.99998781]
815,2,10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,3,[0.22552548 0.18333118 0.14448079 0.13176243 0.13526365 0.17963648],[32.96812382 26.8000094  21.1207199  19.26150455 19.7733263  26.25990625]
816,3,9.8,0.51,0.19,3.2,0.081,8.0,30.0,0.9984,3.23,0.58,10.5,3,[0.19843933 0.15478365 0.14498954 0.14161895 0.16062345 0.19954508],[26.89768319 20.98032483 19.6527715  19.19590045 21.77188777 27.04756356]
817,3,10.8,0.29,0.42,1.6,0.084,19.0,27.0,0.99545,3.28,0.73,11.9,4,[0.21957481 0.19913356 0.18415457 0.14180728 0.12317125 0.13215852],[33.8199972  30.67153575 28.36439782 21.84185892 18.97144453 20.35570903]
818,2,7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.99632,3.29,0.45,9.4,2,[0.13751112 0.13438994 0.1243016  0.14531178 0.18905574 0.26942982],[21.94756916 21.44941005 19.83925279 23.19259974 30.17438725 43.002555  ]
819,2,9.1,0.66,0.15,3.2,0.097,9.0,59.0,0.99976,3.28,0.54,9.6,2,[0.18765984 0.12962426 0.11927813 0.12942719 0.16532994 0.26868065],[31.56214079 21.80125098 20.06115528 21.76810634 27.80651863 45.18887299]
820,2,7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.99606,3.34,0.6,9.7,1,[0.14172857 0.13260906 0.14049456 0.15758532 0.1908807  0.23670179],[20.3166978  19.00942162 20.13980369 22.58975246 27.36262316 33.93104677]
821,4,4.9,0.42,0.0,2.1,0.048,16.0,42.0,0.99154,3.71,0.74,14.0,3,[0.2079126  0.1588804  0.21637553 0.13805839 0.13929759 0.1394755 ],[57.7979438  44.16740681 60.15056897 38.37906473 38.72355159 38.77300972]
822,2,6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,1,[0.19561002 0.13876932 0.15188093 0.15268414 0.17758865 0.18346693],[26.56579145 18.84625831 20.62694477 20.73602931 24.1183103  24.91663953]
823,2,6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,1,[0.18452651 0.13765314 0.14933524 0.15662133 0.18358644 0.18827734],[25.66986993 19.14921745 20.77433974 21.78792264 25.53909499 26.19165689]
824,2,7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,10.3,1,[0.17432972 0.15217181 0.15583048 0.15546779 0.1714631  0.1907371 ],[21.85158135 19.07417078 19.53277142 19.48730885 21.49226235 23.90818571]
825,2,7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,1,[0.21986364 0.12739323 0.14324625 0.1349409  0.15512833 0.21942764],[30.43936969 17.63715777 19.83195407 18.68210673 21.47698679 30.37900741]
826,4,7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,5,[0.17370779 0.17297378 0.18449142 0.16208317 0.15451909 0.15222476],[23.47658424 23.37738226 24.93398969 21.90551809 20.88323425 20.57315553]
827,2,7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,1,[0.21986364 0.12739323 0.14324625 0.1349409  0.15512833 0.21942764],[30.43936969 17.63715777 19.83195407 18.68210673 21.47698679 30.37900741]
828,5,7.8,0.57,0.09,2.3,0.065,34.0,45.0,0.99417,3.46,0.74,12.7,5,[0.2130222  0.16075088 0.18869151 0.14593934 0.14618785 0.14540821],[36.60995792 27.62661902 32.42849088 25.0811096  25.12381927 24.98982975]
829,3,5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,5,[0.20280643 0.16827794 0.17456174 0.15278901 0.15854598 0.14301891],[31.2048373  25.8921063  26.8589646  23.50889987 24.39469692 22.00562285]
830,1,7.5,0.685,0.07,2.5,0.058,5.0,9.0,0.99632,3.38,0.55,10.9,1,[0.14623196 0.14440805 0.16474816 0.16510255 0.18518164 0.19432765],[19.48179348 19.23880309 21.94861944 21.99583324 24.67087628 25.88935547]
831,3,5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,1,[0.20857645 0.14290691 0.1739099  0.15308278 0.16610151 0.15542245],[31.87766839 21.84109943 26.57942478 23.39632416 25.38603485 23.75390559]
832,0,10.4,0.44,0.42,1.5,0.145,34.0,48.0,0.99832,3.38,0.86,9.9,3,[0.29907718 0.14617213 0.09760843 0.0971898  0.13106651 0.22888596],[75.10096199 36.70513301 24.51035331 24.4052305  32.91197541 57.47531706]
833,1,11.6,0.47,0.44,1.6,0.147,36.0,51.0,0.99836,3.38,0.86,9.9,0,[0.12745826 0.19407969 0.13990018 0.13786735 0.1618334  0.23886112],[25.88905821 39.42106638 28.4162348  28.00333144 32.87126689 48.51697682]
834,2,8.8,0.685,0.26,1.6,0.088,16.0,23.0,0.99694,3.32,0.47,9.4,2,[0.18461216 0.12523572 0.12521576 0.14465461 0.18224907 0.23803267],[27.7610261  18.83230283 18.82930105 21.75241496 27.4056764  35.79412601]
835,2,7.6,0.665,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,9.3,2,[0.15233916 0.14653788 0.1211289  0.14282055 0.18994019 0.24723332],[23.40121477 22.51006598 18.60692575 21.93903629 29.17720647 37.97815417]
836,4,6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,3,[0.26983641 0.15870592 0.14459325 0.12867132 0.14499978 0.15319333],[79.31443826 46.64926785 42.50105595 37.82104048 42.6205487  45.02892282]
837,4,6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,3,[0.27115377 0.15284982 0.14302289 0.12763426 0.14792239 0.15741687],[79.88378706 45.03061888 42.13553872 37.60194124 43.57896383 46.37610588]
838,4,10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,5,[0.21583921 0.1727241  0.18260823 0.16001634 0.13997284 0.12883928],[28.86753406 23.10107983 24.42303839 21.40147317 18.72074462 17.23168026]
839,2,6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.99647,3.46,0.47,10.0,1,[0.15685281 0.12684019 0.14433599 0.15623249 0.18384954 0.23188898],[22.82005633 18.45360832 20.99902158 22.729809   26.74773197 33.73685001]
