index,true_label,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label,description_lengths,description_lengths_unnormalized,is_error,L_0,L_1,L_2,L_3,L_4,L_5,r_min,r_med,relative_position,pseudo_probability,normalized_entropy,description_length_margin,description_length_true_cost,kullback_leibler_divergence
842,3,10.6,0.5,0.45,2.6,0.119,34.0,68.0,0.99708,3.23,0.72,10.9,3,[0.2862856  0.16430105 0.12399885 0.12227644 0.13295922 0.17017884],[54.01291951 30.99834347 23.39460891 23.06964528 25.08514522 32.1072949 ],0,54.01291951,30.99834347,23.39460891,23.06964528,25.08514522,32.1072949,0.9861094651235138,0.6965543609499575,0.0,0.46129005560475334,0.49776176905231045,0.9982775897154662,0.1222764353377588,0.7093891815410678
843,2,7.1,0.685,0.35,2.0,0.088,9.0,92.0,0.9963,3.28,0.62,9.4,2,[0.30218211 0.12846726 0.11263996 0.13387283 0.15774243 0.1650954 ],[51.50020696 21.89438207 19.19697029 22.81563973 26.88368259 28.13683237],0,51.50020696,21.89438207,19.19697029,22.81563973,26.88368259,28.13683237,0.8767989079457588,0.6346913933356046,0.0,0.08658111321397077,0.1950661756713933,0.984172692829607,0.11263995648478253,0.5326164661541056
844,3,9.9,0.25,0.46,1.7,0.062,26.0,42.0,0.9959,3.18,0.83,10.6,4,[0.19386824 0.209259   0.16318931 0.1463382  0.13831703 0.14902822],[29.50899121 31.85164227 24.83930265 22.27436757 21.05345251 22.68382055],1,29.50899121,31.85164227,24.83930265,22.27436757,21.05345251,22.68382055,1.0,0.8571204394798221,0.1130666423745949,0.8051448255115161,0.5143062848839994,0.991978829166739,0.14633819610826862,0.9136884103290993
845,2,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,1,[0.2514815  0.13033303 0.14180477 0.14672873 0.16589998 0.16375199],[36.72025508 19.03067242 20.70572655 21.42470289 24.22400615 23.91036569],1,36.72025508,19.03067242,20.70572655,21.42470289,24.22400615,23.91036569,1.0,0.8261801205289875,0.09469155729111538,0.8550001525313782,0.4012973884303569,0.9885282623729371,0.1418047680401284,0.9419078327006501
846,2,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,1,[0.17155174 0.14778233 0.15622234 0.16059663 0.19165968 0.17218727],[22.87592917 19.70634657 20.83179778 21.41509686 25.55726416 22.96067449],1,22.87592917,19.70634657,20.83179778,21.41509686,25.55726416,22.96067449,1.0,0.9257316869873685,0.19235465078694494,0.795792980190006,0.5922628014256905,0.9915599879279096,0.15622234281177488,0.9082035989824545
847,3,7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,1,[0.2444963  0.13384736 0.13509224 0.13818961 0.17091506 0.17745944],[35.02307582 19.17307643 19.35140074 19.79508579 24.48286972 25.42032575],1,35.02307582,19.17307643,19.35140074,19.79508579,24.48286972,25.42032575,1.0,0.8017402096031918,0.039243494252321216,0.7744659169693886,0.6062999042206652,0.9987551169572755,0.1381896087485128,0.8955362426873191
848,2,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,1,[0.19703493 0.13681887 0.14733257 0.15798422 0.18786367 0.17296575],[27.61722187 19.17709266 20.65073523 22.14371408 26.33174043 24.24358762],1,27.61722187,19.17709266,20.65073523,22.14371408,26.33174043,24.24358762,1.0,0.8639509342827978,0.17459952722991537,0.822117280478671,0.3707301640745008,0.9894863045868696,0.14733256536245565,0.9235085858409925
849,2,6.4,0.63,0.21,1.6,0.08,12.0,32.0,0.99689,3.58,0.66,9.8,1,[0.17608147 0.13491084 0.15376647 0.15475964 0.19646802 0.18401356],[24.34912546 18.65591547 21.26333468 21.40067332 27.16824529 25.44600143],1,24.34912546,18.65591547,21.26333468,21.40067332,27.16824529,25.44600143,1.0,0.9085345142331175,0.30631087667297274,0.9354811756398546,0.26841546929599497,0.9811443660080201,0.15376647323813067,0.9811855408489234
850,2,9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,3,[0.18307335 0.15774258 0.15142445 0.15028263 0.16561288 0.19186411],[24.0967957  20.76266635 19.93105042 19.78075927 21.79858438 25.2538691 ],1,24.0967957,20.76266635,19.93105042,19.78075927,21.79858438,25.2538691,1.0,0.8922272859342324,0.027459918518122923,0.6393041760728653,0.6831642809074763,0.998858175836099,0.1514244516825154,0.8132313937957202
851,2,9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,2,[0.20224392 0.15259217 0.14346801 0.14854917 0.17159152 0.18155521],[26.94563261 20.33036343 19.11472152 19.7917017  22.8617104  24.18920589],0,26.94563261,20.33036343,19.11472152,19.7917017,22.8617104,24.18920589,0.965794746140207,0.8374935886505572,0.0,0.4550138609152118,0.5905266992287831,0.9949188378629096,0.1434680100212843,0.7059321131241189
852,2,8.0,0.42,0.32,2.5,0.08,26.0,122.0,0.99801,3.22,1.07,9.7,2,[0.30537204 0.13595309 0.1054876  0.12355098 0.12956259 0.20007369],[76.55951105 34.08466022 26.44668897 30.97534009 32.48250453 50.16026948],0,76.55951105,34.08466022,26.44668897,30.97534009,32.48250453,50.16026948,0.8537981792065678,0.5896374623530033,0.0,0.013484267221414159,0.04446762162169489,0.9819366214077347,0.10548760386227231,0.5048963464709822
853,3,9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,5,[0.22459809 0.18345233 0.15347325 0.14776128 0.14725085 0.1434642 ],[36.72550372 29.99749188 25.09541601 24.16141362 24.07795013 23.4587706 ],1,36.72550372,29.99749188,25.09541601,24.16141362,24.07795013,23.4587706,1.0,0.8669007453627128,0.05296277641160821,0.7778779370124529,0.7001920169649912,0.996213352438672,0.1477612768665178,0.8975758647039302
854,3,9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,5,[0.23936528 0.16787487 0.15130163 0.15017036 0.15600818 0.13527968],[39.03493324 27.37650246 24.67379076 24.48930728 25.44132073 22.06098264],1,39.03493324,27.37650246,24.67379076,24.48930728,25.44132073,22.06098264,1.0,0.8835321370240368,0.14306184205914546,0.9265413321196088,0.3562371305710835,0.9851093221881221,0.15017035965280032,0.9773994973256869
855,4,7.6,0.735,0.02,2.5,0.071,10.0,14.0,0.99538,3.51,0.71,11.7,1,[0.18315924 0.13795293 0.17486761 0.15821784 0.1672246  0.17857778],[27.47891821 20.69672947 26.23494631 23.73702391 25.08828574 26.79157451],1,27.47891821,20.69672947,26.23494631,23.73702391,25.08828574,26.79157451,1.0,1.0,0.6475131314839354,0.9884017175112092,0.16349905686760813,0.9797350826830535,0.16722460478039286,0.9983900563347866
856,3,9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,5,[0.23936528 0.16787487 0.15130163 0.15017036 0.15600818 0.13527968],[39.03493324 27.37650246 24.67379076 24.48930728 25.44132073 22.06098264],1,39.03493324,27.37650246,24.67379076,24.48930728,25.44132073,22.06098264,1.0,0.8835321370240368,0.14306184205914546,0.9265413321196088,0.3562371305710835,0.9851093221881221,0.15017035965280032,0.9773994973256869
857,4,8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.99594,3.4,0.78,11.3,4,[0.21841425 0.17591733 0.17152152 0.14599245 0.14182265 0.1463318 ],[28.96798137 23.3316727  22.74866204 19.36277715 18.80974261 19.40778534],0,28.96798137,23.3316727,22.74866204,19.36277715,18.80974261,19.40778534,0.9714382633912906,0.8263015257459099,0.0,0.5360628918045725,0.6288327065500495,0.9958302021467887,0.14182265063342114,0.751755823010789
858,4,11.7,0.28,0.47,1.7,0.054,17.0,32.0,0.99686,3.15,0.67,10.6,4,[0.1905964  0.18858828 0.18484467 0.15762348 0.13742363 0.14092354],[28.91649135 28.61182798 28.04386342 23.91397703 20.84934083 21.38033181],0,28.91649135,28.61182798,28.04386342,23.91397703,20.84934083,21.38033181,0.9751645116785881,0.7965882089405912,0.0,0.38882124970335374,0.4339191726547603,0.9965000951349194,0.13742363270396626,0.6704748673739294
859,3,6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,3,[0.20623577 0.17376674 0.17255666 0.14618587 0.14915735 0.15209763],[28.36617726 23.90030655 23.73386937 20.1067655  20.51547048 20.91988394],0,28.36617726,23.90030655,23.73386937,20.1067655,20.51547048,20.91988394,0.9800782057921356,0.8560754607802067,0.0,0.5364685336069217,0.6402711780658761,0.997028518022212,0.14618586569426617,0.7519912544706557
860,2,7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,2,[0.29880258 0.11683228 0.11627959 0.13247509 0.17358701 0.16202344],[52.86436991 20.67005173 20.5722696  23.43758923 30.71113994 28.66530499],0,52.86436991,20.67005173,20.5722696,23.43758923,30.71113994,28.66530499,0.9952693814087871,0.6578980743390911,0.0,0.4908756130926296,0.44915222592787296,0.9994473110497463,0.11627959106188313,0.7258981261934351
861,3,5.8,1.01,0.66,2.0,0.039,15.0,88.0,0.99357,3.66,0.6,11.5,5,[0.24779982 0.13714543 0.15720205 0.14735158 0.17662849 0.13387263],[63.8022936  35.31153891 40.47562056 37.93936841 45.47744596 34.46887539],1,63.8022936,35.31153891,40.47562056,37.93936841,45.47744596,34.46887539,1.0,0.8640816857609972,0.1183119197031926,0.9787577420953825,0.39794368007336717,0.9967272043788976,0.14735157729343376,0.9961541943768939
862,2,7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.99628,3.24,0.44,10.4,1,[0.20105568 0.13850935 0.14906232 0.14253941 0.15867217 0.21016107],[27.99191883 19.2839249  20.75315843 19.84500847 22.09108725 29.25961408],1,27.99191883,19.2839249,20.75315843,19.84500847,22.09108725,29.25961408,1.0,0.8758709500618181,0.1472814061607239,0.8763744452263835,0.5954956681621928,0.9959699426768635,0.1490623190214495,0.9532895582433734
863,2,7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,1,[0.28721236 0.11045406 0.11153994 0.13259898 0.1718155  0.18637916],[50.33465943 19.35734009 19.54764438 23.23829087 30.11108177 32.66339681],1,50.33465943,19.35734009,19.54764438,23.23829087,30.11108177,32.66339681,1.0,0.6277150182580014,0.006143342743932113,0.5524928837684137,0.4143411080498897,0.9989141131562117,0.11153994405115257,0.7613358760640462
864,2,7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,2,[0.29880258 0.11683228 0.11627959 0.13247509 0.17358701 0.16202344],[52.86436991 20.67005173 20.5722696  23.43758923 30.71113994 28.66530499],0,52.86436991,20.67005173,20.5722696,23.43758923,30.71113994,28.66530499,0.9952693814087871,0.6578980743390911,0.0,0.4908756130926296,0.44915222592787296,0.9994473110497463,0.11627959106188313,0.7258981261934351
865,2,7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.99748,3.51,0.54,9.7,1,[0.29529494 0.11278173 0.11318412 0.13606904 0.15594866 0.1867215 ],[51.9280944  19.83285042 19.90361192 23.92796183 27.42382594 32.83527981],1,51.9280944,19.83285042,19.90361192,23.92796183,27.42382594,32.83527981,1.0,0.6381489450570853,0.002204734758891058,0.521930182359351,0.4119095347176232,0.9995976067876926,0.11318412324510518,0.7435889727057983
866,3,6.8,0.49,0.22,2.3,0.071,13.0,24.0,0.99438,3.41,0.83,11.3,5,[0.21920523 0.17622253 0.18154526 0.14651407 0.14594879 0.13056411],[29.96842185 24.09208546 24.81977757 20.03052378 19.95324201 17.84994044],1,29.96842185,24.09208546,24.81977757,20.03052378,19.95324201,17.84994044,1.0,0.858327415078096,0.17993866277838025,0.9087375049112497,0.35438268665911743,0.98461531586557,0.14651407377710843,0.9693452720509669
867,3,6.9,0.51,0.23,2.0,0.072,13.0,22.0,0.99438,3.4,0.84,11.2,5,[0.21641738 0.17475443 0.17818745 0.15447301 0.14706229 0.12910544],[28.83469752 23.28367062 23.74107528 20.58144556 19.59406669 17.20155952],1,28.83469752,23.28367062,23.74107528,20.58144556,19.59406669,17.20155952,1.0,0.9134717872299684,0.2905394949934798,0.9698444321153987,0.24436262131417616,0.9820431571137218,0.1544730101241064,0.9936405374705317
868,3,6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,4,[0.21649398 0.17579037 0.17250251 0.14718958 0.14074598 0.1472776 ],[29.30888255 23.79844146 23.35333241 19.92647604 19.05414347 19.93839221],1,29.30888255,23.79844146,23.35333241,19.92647604,19.05414347,19.93839221,1.0,0.8629677394228165,0.0850662862418665,0.7744715332197589,0.59424431066388,0.993556398963163,0.1471895766448938,0.8955396024291276
869,3,7.6,0.63,0.03,2.0,0.08,27.0,43.0,0.99578,3.44,0.64,10.9,3,[0.16471825 0.15242773 0.15374977 0.15112307 0.18607983 0.19190137],[21.87567354 20.24341152 20.41898703 20.07014366 24.71263307 25.48577216],0,21.87567354,20.24341152,20.41898703,20.07014366,24.71263307,25.48577216,0.9914407776169419,0.8901353020877709,0.0,0.6330118358178547,0.7146001435693855,0.9986953371848473,0.15112306533927508,0.8094120606184758
870,3,7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,3,[0.17249944 0.15059451 0.17605891 0.14923831 0.17203613 0.1795727 ],[28.40949791 24.80190261 28.99571781 24.57854635 28.3331939  29.57441651],0,28.40949791,24.80190261,28.99571781,24.57854635,28.3331939,29.57441651,0.9909943900472806,0.8770864622923193,0.0,0.46345071015645767,0.4782604543468737,0.9986438046126863,0.14923831186439954,0.710583009936455
871,2,6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.99522,3.53,0.57,10.6,1,[0.14594181 0.14588166 0.1560128  0.16343125 0.19341461 0.19531787],[22.1294526  22.1203318  23.65653818 24.78141181 29.32785028 29.61644511],1,22.1294526,22.1203318,23.65653818,24.78141181,29.32785028,29.61644511,1.0,0.9242604925096353,0.20493371915092692,0.9055033186417003,0.5904479494639296,0.9999398491201814,0.15601280424832933,0.9678166176977714
872,1,7.3,0.35,0.24,2.0,0.067,28.0,48.0,0.99576,3.43,0.54,10.0,3,[0.18249199 0.16158717 0.14780394 0.14571017 0.16798997 0.19441677],[25.45438192 22.53853162 20.61601632 20.32397309 23.43160827 27.11767553],1,25.45438192,22.53853162,20.61601632,20.32397309,23.43160827,27.11767553,1.0,0.9636491861820752,0.3259722587546871,0.9427567815239292,0.5467791701716502,0.9979062327828188,0.1615871685481617,0.9841209980389493
873,4,9.1,0.21,0.37,1.6,0.067,6.0,10.0,0.99552,3.23,0.58,11.1,4,[0.18127024 0.16758846 0.17874574 0.1556233  0.14402512 0.17274714],[25.96578545 24.00595933 25.60416606 22.29202718 20.63066303 24.74490544],0,25.96578545,24.00595933,25.60416606,22.29202718,20.63066303,24.74490544,0.9254727200218014,0.8412929040296276,0.0,0.20138273355160774,0.3743318981095585,0.9884018187581551,0.14402511873231916,0.580401962356625
874,4,10.4,0.38,0.46,2.1,0.104,6.0,10.0,0.99664,3.12,0.65,11.8,4,[0.19170764 0.16724605 0.18501216 0.16381263 0.140384   0.15183752],[28.8973781  25.21011798 27.88812351 24.69257579 21.16102099 22.88748653],0,28.8973781,25.21011798,27.88812351,24.69257579,21.16102099,22.88748653,0.9245672722226801,0.816550631926497,0.0,0.18450180524942517,0.33800205476565554,0.9885464819995837,0.14038399794307574,0.5730353755579185
875,4,8.8,0.31,0.4,2.8,0.109,7.0,16.0,0.99614,3.31,0.79,11.8,4,[0.19834952 0.18367602 0.18622736 0.14270161 0.12382169 0.16522381],[30.24834415 28.01063164 28.39971141 21.76202615 18.882834   25.19666596],0,30.24834415,28.01063164,28.39971141,21.76202615,18.882834,25.19666596,0.8676965034862942,0.7066009712510578,0.0,0.054985660791104674,0.12386916399019947,0.9811200778839021,0.12382168909817494,0.5203866350143109
876,1,7.1,0.47,0.0,2.2,0.067,7.0,14.0,0.99517,3.4,0.58,10.9,1,[0.15294207 0.14447598 0.17772715 0.16435055 0.17326599 0.18723826],[19.5554709  18.47297912 22.72453864 21.01418047 22.15412661 23.94064759],0,19.5554709,18.47297912,22.72453864,21.01418047,22.15412661,23.94064759,0.944645067025993,0.84437124222568,0.0,0.31562125024263354,0.49554814782290446,0.9915339017083628,0.14447597650051708,0.6334701693065803
877,3,7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,1,[0.20246137 0.13683106 0.16215724 0.14273189 0.15187206 0.20394637],[34.99204153 23.64894732 28.02615124 24.66880641 26.24853089 35.24869928],1,34.99204153,23.64894732,28.02615124,24.66880641,26.24853089,35.24869928,1.0,0.8324810602535044,0.08792076704992549,0.7508546786441944,0.44400066046581904,0.994099170601132,0.14273189259813696,0.8813148228227671
878,3,8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,2,[0.36922932 0.10431843 0.08987721 0.10237073 0.12680523 0.20739908],[82.00048516 23.16761322 19.96042785 22.73505593 28.16160633 46.06033338],1,82.00048516,23.16761322,19.96042785,22.73505593,28.16160633,46.06033338,1.0,0.5702283117881578,0.04472317080706578,0.9434578113352814,0.2091386021446069,0.9875064882364927,0.10237072519840272,0.9843964218610358
879,2,7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,1,[0.28146112 0.11201547 0.11505941 0.13144337 0.17550537 0.18451527],[50.54972745 20.11770494 20.66438751 23.60690699 31.52033419 33.13849053],1,50.54972745,20.11770494,20.66438751,23.60690699,31.52033419,33.13849053,1.0,0.6500967757851963,0.017964056440954487,0.6403224974896659,0.41231551600915506,0.9969560689157718,0.11505940545758726,0.8138501245044449
880,2,9.2,0.56,0.18,1.6,0.078,10.0,21.0,0.99576,3.15,0.49,9.9,1,[0.19778382 0.13342756 0.14190571 0.14669135 0.17220754 0.20798401],[27.69383282 18.68262357 19.86974009 20.5398291  24.11262377 29.1220716 ],1,27.69383282,18.68262357,19.86974009,20.5398291,24.11262377,29.1220716,1.0,0.8268654965174762,0.11371449107987804,0.7918462700771591,0.4713030676240637,0.991521851109341,0.14190571191926216,0.9058750781385336
881,3,7.6,0.715,0.0,2.1,0.068,30.0,35.0,0.99533,3.48,0.65,11.4,1,[0.18906819 0.13919633 0.15758592 0.14995221 0.17125666 0.19294069],[29.36025799 21.61569412 24.47139986 23.28596687 26.59431806 29.96161578],1,29.36025799,21.61569412,24.47139986,23.28596687,26.59431806,29.96161578,1.0,0.8820222438490972,0.20013041313400834,0.8498356377657045,0.3567579238975105,0.9892441188223687,0.14995221155345992,0.9390826515884593
882,3,8.4,0.31,0.29,3.1,0.194,14.0,26.0,0.99536,3.22,0.78,12.0,3,[0.16498611 0.16242311 0.13739518 0.10771538 0.21178225 0.21569797],[39.08746371 38.48025436 32.55079485 25.51924495 50.17410781 51.10179674],0,39.08746371,38.48025436,32.55079485,25.51924495,50.17410781,51.10179674,0.783982236587873,0.6035931614187013,0.0,0.000886405656873035,0.003985965285118997,0.9703202009198405,0.10771537905083677,0.5003198360436499
883,2,7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,1,[0.29721348 0.11319934 0.11329436 0.13488446 0.17214327 0.16926509],[52.77523182 20.10043971 20.11731097 23.95099596 30.56692118 30.05585156],1,52.77523182,20.10043971,20.11731097,23.95099596,30.56692118,30.05585156,1.0,0.6388498726948172,0.000516338709751692,0.5094964873995524,0.41577220878297627,0.9999049863790046,0.11329435738353871,0.736462870126807
884,3,8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,2,[0.30495952 0.13092957 0.10204384 0.11924831 0.14420459 0.19861417],[57.25239462 24.58041541 19.15747477 22.3874024  27.07263595 37.28736476],1,57.25239462,24.58041541,19.15747477,22.3874024,27.07263595,37.28736476,1.0,0.6769689671315715,0.08478630858479712,0.9621192585580846,0.10683691298178814,0.9827955288789367,0.11924831209497531,0.9911845208330919
885,2,8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64,10.5,1,[0.16758346 0.12667747 0.13484005 0.13823749 0.17631588 0.25634564],[23.96250543 18.1134203  19.28057495 19.76636986 25.21114133 36.65447513],1,23.96250543,18.1134203,19.28057495,19.76636986,25.21114133,36.65447513,1.0,0.7792781653863796,0.06294974372485836,0.7933868956432858,0.48895910876736765,0.9918374221975519,0.13484005149215378,0.9067849572495217
886,3,9.0,0.8,0.12,2.4,0.083,8.0,28.0,0.99836,3.33,0.65,10.4,1,[0.17203808 0.13812868 0.15305576 0.15731054 0.19929007 0.18017687],[23.14667172 18.58436871 20.5927168  21.16517141 26.81326012 24.24169639],1,23.14667172,18.58436871,20.5927168,21.16517141,26.81326012,24.24169639,1.0,0.9333838209526074,0.313627021077238,0.9381488735188742,0.35656189451009546,0.9850729144045007,0.1573105413616242,0.9822778018035351
887,4,10.7,0.52,0.38,2.6,0.066,29.0,56.0,0.99577,3.15,0.79,12.1,4,[0.22872795 0.19234469 0.18023012 0.14087239 0.12106455 0.1367603 ],[38.31384428 32.21934405 30.19005157 23.59730328 20.27932385 22.90849437],0,38.31384428,32.21934405,30.19005157,23.59730328,20.27932385,22.90849437,0.885231631620091,0.6886998715326215,0.0,0.09781523950496951,0.2137574821523517,0.9843042430956267,0.12106454675091184,0.5370581909121525
888,3,6.8,0.57,0.0,2.5,0.072,32.0,64.0,0.99491,3.43,0.56,11.2,1,[0.24333022 0.13279481 0.14187896 0.14113216 0.16281917 0.17804468],[40.47697804 22.08986935 23.60097894 23.47675299 27.08429651 29.61699732],1,40.47697804,22.08986935,23.60097894,23.47675299,27.08429651,29.61699732,1.0,0.8216174692924064,0.07542695609771663,0.8309328872838412,0.48908720224340074,0.9916626507545453,0.14113216363768188,0.9285304655095182
889,2,10.7,0.9,0.34,6.6,0.112,23.0,99.0,1.00289,3.22,0.68,9.3,2,[0.22577009 0.12973912 0.1116731  0.11984598 0.13796543 0.27500628],[78.36258124 45.03117385 38.76063687 41.59736127 47.88644577 95.45197885],0,78.36258124,45.03117385,38.76063687,41.59736127,47.88644577,95.45197885,0.9318051839269514,0.6285585991237486,0.0,0.057152930711349526,0.1271077308538275,0.9918271256836955,0.11167310210270281,0.5212133380901927
890,2,7.2,0.34,0.24,2.0,0.071,30.0,52.0,0.99576,3.44,0.58,10.1,3,[0.17050133 0.15808602 0.15291511 0.1517484  0.17009396 0.19665518],[23.0248401  21.34825165 20.64996128 20.49240636 22.96982763 26.55670809],1,23.0248401,21.34825165,20.64996128,20.49240636,22.96982763,26.55670809,1.0,0.902596124385098,0.025980719131206274,0.6506078538026725,0.7093315765342627,0.998833289452881,0.1529151080967548,0.8201082075969166
891,2,7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,2,[0.27886454 0.11578433 0.11225178 0.13358628 0.16625271 0.19326036],[49.66131899 20.61933816 19.99024842 23.78958251 29.60695142 34.41658109],0,49.66131899,20.61933816,19.99024842,23.78958251,29.60695142,34.41658109,0.9694903039036491,0.6322275743370851,0.0,0.357132147887527,0.3976521496695183,0.9964674554296772,0.11225178066880566,0.6541668062108515
892,3,10.1,0.45,0.23,1.9,0.082,10.0,18.0,0.99774,3.22,0.65,9.3,5,[0.17688373 0.17150458 0.15884248 0.15910798 0.17508646 0.15857477],[22.4745243  21.79105933 20.18223549 20.21597004 22.24616657 20.14822193],1,22.4745243,21.79105933,20.18223549,20.21597004,22.24616657,20.14822193,1.0,0.9460666570535027,0.029122658707035346,0.7180879809320406,0.8201366525033122,0.9997322993244028,0.15910798039255375,0.8613660985131896
893,2,7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,1,[0.28746372 0.11312185 0.11664091 0.13852578 0.15966456 0.18458319],[50.80612213 19.99307069 20.61502689 24.48294233 28.21899523 32.62309412],1,50.80612213,19.99307069,20.61502689,24.48294233,28.21899523,32.62309412,1.0,0.6602123070702518,0.020184829833906733,0.6532562955937805,0.38334489109591696,0.9964809390381311,0.11664090872713614,0.8217220464902876
894,3,7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,2,[0.28339844 0.11784297 0.11456763 0.13453834 0.1650311  0.18462151],[49.7514928  20.68770646 20.11270902 23.61863188 28.97173226 32.41089035],1,49.7514928,20.68770646,20.11270902,23.61863188,28.97173226,32.41089035,1.0,0.7772634614682336,0.11828835103036438,0.9811541311624591,0.4105254945548114,0.996724653484312,0.1345383444376293,0.9967621665476871
895,3,7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,2,[0.16726903 0.14991148 0.14521387 0.14976818 0.17867075 0.2091667 ],[23.55691053 21.11240507 20.45082877 21.09222253 25.16264309 29.45746305],1,23.55691053,21.11240507,20.45082877,21.09222253,25.16264309,29.45746305,1.0,0.8807490563650421,0.07121347886335917,0.7488373759862834,0.6425333206738972,0.9954456969607196,0.1497681754396197,0.880092475241586
896,4,8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,4,[0.25177935 0.18074859 0.19602217 0.13429868 0.11622825 0.12092297],[40.28916805 28.92298548 31.36702973 21.49017439 18.59858417 19.34982255],0,40.28916805,28.92298548,31.36702973,21.49017439,18.59858417,19.34982255,0.9611759550238782,0.6575693672894883,0.0,0.34525215444095614,0.4246441327942047,0.9953052813670221,0.11622824655192232,0.6481662822559505
897,3,7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,1,[0.16482381 0.14466322 0.15077691 0.15486891 0.17958313 0.20528403],[22.51778091 19.76349585 20.59873162 21.15777    24.53415896 28.04534653],1,22.51778091,19.76349585,20.59873162,21.15777,24.53415896,28.04534653,1.0,0.9162419487971364,0.16835296888396023,0.8586149914013295,0.6082574309779744,0.9938863096503319,0.15486891116923457,0.9438689817561191
898,4,8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,5,[0.27533832 0.18625536 0.18660277 0.12894323 0.11260693 0.1102534 ],[45.42699099 30.72954195 30.78686012 21.27383875 18.57857697 18.19027603],1,45.42699099,30.72954195,30.78686012,21.27383875,18.57857697,18.19027603,1.0,0.6344817025937266,0.01425652618371948,0.6066102724604701,0.43497368744388126,0.9976464624853374,0.1126069328288062,0.7934697833813836
899,0,8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.99892,3.48,0.49,11.0,1,[0.12837338 0.11531385 0.15128905 0.16105704 0.2012355  0.24273118],[24.25704802 21.78935826 28.58712297 30.4328548  38.02485504 45.86575345],1,24.25704802,21.78935826,28.58712297,30.4328548,38.02485504,45.86575345,1.0,0.7364012201084255,0.1024941541465662,0.9219385007421863,0.1582751695816072,0.9869404686917603,0.1283733811265899,0.9753794454228232
900,2,8.9,0.31,0.36,2.6,0.056,10.0,39.0,0.99562,3.4,0.69,11.8,5,[0.26910902 0.16632437 0.17497482 0.13883742 0.12945236 0.121302  ],[38.17744234 23.59578614 24.82299199 19.69632133 18.36489934 17.20863955],1,38.17744234,23.59578614,24.82299199,19.69632133,18.36489934,17.20863955,1.0,1.0,0.363127667129768,0.9996476133563771,0.4210124490945766,0.9918496388680924,0.17497482040169435,0.9999895672785947
901,4,7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,1,[0.18155482 0.13691127 0.1587064  0.15511801 0.18116269 0.1865468 ],[24.23201605 18.2734676  21.18245001 20.70350973 24.17967861 24.89829179],1,24.23201605,18.2734676,21.18245001,20.70350973,24.17967861,24.89829179,1.0,1.0,0.8915272073217801,0.9976309703976508,0.27810013955687696,0.9817932658803371,0.18116269430734896,0.9998369821601757
