index,true_label,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label,description_lengths,description_lengths_unnormalized
1901,2,7.4,0.21,0.3,7.9,0.039,14.0,118.0,0.9942,2.96,0.34,10.4,4,"[0.12329357 0.11101655 0.11271775 0.10797258 0.10348795 0.10584582
 0.33566578]","[25.48204826 22.94466048 23.29626095 22.31553848 21.38866603 21.87598529
 69.37467773]"
1902,3,8.8,0.23,0.35,10.7,0.04,26.0,183.0,0.9984,2.93,0.49,9.1,2,"[0.08237708 0.09256093 0.08219782 0.08755114 0.10305886 0.10633458
 0.44591958]","[ 25.88053898  29.08001418  25.82421998  27.50608138  32.37816587
  33.40730437 140.095261  ]"
1903,2,7.8,0.34,0.27,1.2,0.04,25.0,106.0,0.9932,3.01,0.55,10.4,4,"[0.11549619 0.09870091 0.0985103  0.09463075 0.08831794 0.09515718
 0.40918672]","[26.30264281 22.47775281 22.43434304 21.55082977 20.11317512 21.67071769
 93.18655387]"
1904,3,7.9,0.26,0.33,10.3,0.039,73.0,212.0,0.9969,2.93,0.49,9.5,2,"[0.08138554 0.09215911 0.07783288 0.08771567 0.10400751 0.10284697
 0.45405232]","[ 26.60507082  30.12696948  25.44369908  28.67440133  34.00022945
  33.62084805 148.43046844]"
1905,3,7.5,0.29,0.67,8.1,0.037,53.0,166.0,0.9966,2.9,0.41,8.9,2,"[0.16138886 0.09172753 0.07932411 0.08963108 0.11881694 0.11669176
 0.34241972]","[ 53.69955259  30.5208643   26.39382573  29.82330296  39.53443027
  38.82731106 113.93466968]"
1906,2,6.0,0.28,0.35,1.9,0.037,16.0,120.0,0.9933,3.16,0.69,10.6,4,"[0.14500436 0.14919365 0.14874104 0.13279168 0.11699771 0.11736213
 0.18990943]","[24.01938365 24.71332231 24.63834971 21.9964033  19.38019637 19.44056093
 31.4577262 ]"
1907,4,7.9,0.37,0.3,2.7,0.029,64.0,158.0,0.9916,3.12,0.59,12.0,5,"[0.14982816 0.14613237 0.14739646 0.12907064 0.12277912 0.11759
 0.18720326]","[28.94085877 28.22697772 28.47115144 24.93132835 23.71605615 22.71372382
 36.16024623]"
1908,4,7.2,0.36,0.36,5.7,0.038,26.0,98.0,0.9914,2.93,0.59,12.5,4,"[0.14076483 0.13349813 0.14892747 0.11790466 0.09783957 0.10355856
 0.25750679]","[29.11681553 27.61371873 30.80523623 24.38825352 20.23784443 21.42080283
 53.26456762]"
1909,2,7.6,0.13,0.34,9.3,0.062,40.0,126.0,0.9966,3.21,0.39,9.6,2,"[0.12406848 0.10717789 0.08924996 0.09142846 0.10659282 0.10611923
 0.37536315]","[29.51781937 25.49928543 21.23395281 21.75225145 25.36008963 25.24741496
 89.30472808]"
1910,2,6.6,0.25,0.36,8.1,0.045,54.0,180.0,0.9958,3.08,0.42,9.2,2,"[0.12035039 0.10696421 0.08459482 0.09096199 0.10028141 0.10445187
 0.3923953 ]","[27.77232456 24.68330065 19.52129036 20.99059136 23.14116236 24.10354672
 90.55001509]"
1911,3,7.1,0.18,0.26,1.3,0.041,20.0,71.0,0.9926,3.04,0.74,9.9,4,"[0.08940609 0.08376874 0.09474703 0.08564221 0.0780866  0.08530444
 0.48304489]","[ 27.12021565  25.41019707  28.74032472  25.97849051  23.68659269
  25.87603145 146.52561457]"
1912,3,7.9,0.3,0.27,8.5,0.036,20.0,112.0,0.9939,2.96,0.46,11.7,4,"[0.11667776 0.09648484 0.10161474 0.08996241 0.08283204 0.08998497
 0.42244324]","[ 28.92683323  23.92059158  25.19239914  22.30354438  20.53577971
  22.30913841 104.73243066]"
1913,3,8.3,0.23,0.3,2.1,0.049,21.0,153.0,0.9953,3.09,0.5,9.6,2,"[0.10200769 0.08848388 0.08371897 0.08633093 0.09087727 0.10278593
 0.44579534]","[ 25.62857962  22.23083567  21.03369202  21.68992556  22.83215524
  25.82410767 112.00235766]"
1914,3,6.8,0.43,0.3,3.5,0.033,27.0,135.0,0.9906,3.0,0.37,12.0,5,"[0.11483999 0.11053596 0.11993658 0.10207176 0.08554329 0.08493837
 0.38213405]","[27.69204312 26.65418561 28.92101228 24.61316456 20.62755715 20.48168834
 92.14623196]"
1915,4,7.2,0.36,0.36,5.7,0.038,26.0,98.0,0.9914,2.93,0.59,12.5,4,"[0.1394875  0.12665026 0.13991768 0.10988093 0.09135645 0.09353807
 0.29916912]","[30.77536078 27.94305809 30.87027164 24.24321269 20.15612552 20.63746205
 66.00618379]"
1916,2,6.6,0.25,0.36,8.1,0.045,54.0,180.0,0.9958,3.08,0.42,9.2,2,"[0.10207266 0.09059651 0.07318741 0.07836661 0.08658054 0.09401346
 0.4751828 ]","[ 27.27954797  24.21247764  19.55978817  20.94396074  23.13918444
  25.12567655 126.99553696]"
1917,3,7.1,0.18,0.26,1.3,0.041,20.0,71.0,0.9926,3.04,0.74,9.9,4,"[0.1080596  0.1075627  0.11879185 0.10624162 0.09815276 0.10301708
 0.35817439]","[26.33196738 26.21088115 28.94720208 25.8889611  23.91786758 25.10320541
 87.27994572]"
1918,3,6.6,0.35,0.29,14.4,0.044,54.0,177.0,0.9991,3.17,0.58,8.9,2,"[0.07841183 0.08313299 0.06232738 0.06900707 0.0802095  0.07855671
 0.54835452]","[ 28.90379307  30.64408415  22.97482068  25.4370574   29.56644069
  28.95719908 202.13182155]"
1919,3,7.3,0.22,0.5,13.7,0.049,56.0,189.0,0.9994,3.24,0.66,9.0,2,"[0.09915386 0.11216721 0.08879444 0.09442804 0.12183481 0.11609027
 0.36753137]","[ 29.28968073  33.13377531  26.22954571  27.89369004  35.98954884
  34.29263317 108.56739526]"
1920,4,8.1,0.26,0.33,11.1,0.052,52.5,158.0,0.9976,3.03,0.49,10.2,2,"[0.07103254 0.07535578 0.0588744  0.06217166 0.07183134 0.0720278
 0.58870648]","[ 25.50026461  27.05228436  21.13556626  22.31926132  25.7870319
  25.85755828 211.3421785 ]"
1921,2,7.6,0.13,0.34,9.3,0.062,40.0,126.0,0.9966,3.21,0.39,9.6,2,"[0.08226322 0.07262221 0.0599356  0.06188749 0.07212749 0.07778741
 0.57337658]","[ 29.04007143  25.63666215  21.15811043  21.84715213  25.46201718
  27.46004946 202.40998903]"
1922,2,7.0,0.12,0.19,4.9,0.055,27.0,127.0,0.9953,3.29,0.41,9.4,2,"[0.10930565 0.08575421 0.08043557 0.08049241 0.08717994 0.09088621
 0.46594601]","[ 29.98978288  23.52806281  22.0688062   22.08440085  23.9192341
  24.93610961 127.83986369]"
1923,2,8.2,0.37,0.27,1.7,0.028,10.0,59.0,0.9923,2.97,0.48,10.4,1,"[0.09691928 0.08460566 0.09774289 0.09661923 0.09551744 0.10045831
 0.42813717]","[ 27.83682131  24.30014614  28.07337608  27.75064104  27.43418932
  28.85328982 122.96807866]"
1924,1,7.6,0.26,0.36,1.6,0.032,6.0,106.0,0.993,3.15,0.4,10.4,4,"[0.11225784 0.11337098 0.11918083 0.11429315 0.10898728 0.11593814
 0.31597178]","[21.8199245  22.03628919 23.16557037 22.21553583 21.18421573 22.53527772
 61.41647397]"
1925,3,6.3,0.2,0.58,1.4,0.204,15.0,97.0,0.9931,3.16,0.43,10.0,0,"[0.10824487 0.13969934 0.12346159 0.1382423  0.14892735 0.14796417
 0.19346039]","[42.61820882 55.00247361 48.60934305 54.4288111  58.63573078 58.25650617
 76.16929407]"
1926,3,6.3,0.22,0.57,1.4,0.208,14.0,96.0,0.9932,3.16,0.43,10.0,0,"[0.08834752 0.12068811 0.10530472 0.12003745 0.12774772 0.12794677
 0.30992772]","[ 40.00266074  54.64608007  47.68067129  54.35146937  57.84258427
  57.93271027 140.33142969]"
1927,2,7.1,0.25,0.28,1.6,0.052,46.0,169.0,0.9926,3.05,0.41,10.5,3,"[0.07872124 0.07736299 0.06824328 0.06547913 0.06678149 0.06868711
 0.57472476]","[ 24.04950654  23.63455876  20.84846691  20.00401325  20.40188794
  20.984059   175.57963613]"
1928,3,7.0,0.27,0.32,6.8,0.047,47.0,193.0,0.9938,3.23,0.39,11.4,3,"[0.09776275 0.07935669 0.07547215 0.06879524 0.06887348 0.07484332
 0.53489637]","[ 28.21494763  22.90284095  21.78173928  19.8547414   19.87732142
  21.60025628 154.374472  ]"
1929,2,8.8,0.34,0.33,9.7,0.036,46.0,172.0,0.9966,3.08,0.4,10.2,2,"[0.120978   0.10631769 0.09508131 0.10136683 0.11109334 0.11378799
 0.35137485]","[29.01469575 25.49864875 22.8037777  24.31126116 26.64401394 27.29028379
 84.27180711]"
1930,3,9.2,0.27,0.34,10.5,0.043,49.0,228.0,0.9974,3.04,0.41,10.4,0,"[0.08988867 0.10424765 0.09765883 0.10582736 0.12698146 0.1281075
 0.34728852]","[24.94634749 28.93132205 27.10275916 29.36973093 35.24052033 35.55302563
 96.381219  ]"
1931,0,7.1,0.49,0.22,2.0,0.047,146.5,307.5,0.9924,3.24,0.37,11.0,0,"[0.05575318 0.09094271 0.11061196 0.11703423 0.13155409 0.12488828
 0.36921555]","[ 32.18231804  52.49471417  63.84836276  67.55547825  75.93675344
  72.08905648 213.1216917 ]"
1932,3,9.2,0.71,0.23,6.2,0.042,15.0,93.0,0.9948,2.89,0.34,10.1,1,"[0.07749875 0.06329299 0.09232788 0.10894842 0.10811705 0.09782161
 0.45199331]","[ 34.65968937  28.3064596   41.2917061   48.72489349  48.35307953
  43.74866013 202.14451764]"
1933,2,7.2,0.47,0.65,8.3,0.083,27.0,182.0,0.9964,3.0,0.35,9.2,2,"[0.09252994 0.0691273  0.06089955 0.07500019 0.10773323 0.11459834
 0.48011146]","[ 41.39392673  30.92458888  27.24384797  33.55187094  48.1952267
  51.26638236 214.78128458]"
1934,3,6.8,0.28,0.36,1.6,0.04,25.0,87.0,0.9924,3.23,0.66,10.3,4,"[0.11071555 0.11212986 0.11497788 0.10225193 0.08853496 0.09129338
 0.38009645]","[22.8308709  23.12251782 23.70981408 21.08557098 18.25696827 18.82578677
 78.38043518]"
1935,2,8.8,0.34,0.33,9.7,0.036,46.0,172.0,0.9966,3.08,0.4,10.2,2,"[0.11093042 0.10510701 0.09325884 0.09839426 0.10958682 0.11101362
 0.37170903]","[27.22891895 25.79950699 22.89126151 24.15180038 26.8991199  27.24934026
 91.23948867]"
1936,3,9.2,0.27,0.34,10.5,0.043,49.0,228.0,0.9974,3.04,0.41,10.4,0,"[0.0608368  0.06907614 0.06395879 0.06880187 0.08312744 0.08138281
 0.57281616]","[ 25.96247089  29.47865787  27.29479892  29.36161126  35.47513382
  34.73060179 244.45274018]"
1937,4,7.3,0.13,0.27,4.6,0.08,34.0,172.0,0.9938,3.23,0.39,11.1,3,"[0.11492124 0.09099245 0.08926074 0.08513448 0.1146458  0.11279586
 0.39224942]","[ 30.49216479  24.14311612  23.68363947  22.58881281  30.41908024
  29.928236   104.07591954]"
1938,2,7.2,0.16,0.35,1.2,0.031,27.0,84.0,0.9928,3.33,0.34,9.9,4,"[0.12390538 0.11816999 0.12569809 0.11505625 0.10463325 0.11391941
 0.29861764]","[24.70955141 23.56578507 25.06706004 22.94483423 20.86625091 22.71812193
 59.5511521 ]"
1939,2,6.8,0.31,0.32,7.6,0.052,35.0,143.0,0.9959,3.14,0.38,9.0,2,"[0.12965462 0.1114314  0.08829604 0.09353975 0.10019024 0.10315418
 0.37373378]","[27.55069927 23.67839228 18.76228998 19.8765426  21.28972507 21.91954124
 79.41581427]"
1940,2,8.3,0.36,0.57,15.0,0.052,35.0,256.0,1.0001,2.93,0.64,8.6,2,"[0.09944216 0.09633597 0.08135891 0.09209313 0.12631668 0.12503746
 0.37941569]","[ 42.48072659  41.15379465  34.75574006  39.341293    53.96126489
  53.41479239 162.08270944]"
1941,2,6.8,0.31,0.32,7.6,0.052,35.0,143.0,0.9959,3.14,0.38,9.0,2,"[0.14274013 0.11053369 0.08702002 0.09207859 0.0976192  0.10284453
 0.36716384]","[30.81546489 23.86257404 18.78632514 19.87839475 21.07452881 22.20260077
 79.26519701]"
1942,2,8.3,0.36,0.57,15.0,0.052,35.0,256.0,1.0001,2.93,0.64,8.6,2,"[0.0873594  0.0961012  0.08253346 0.0929273  0.12903124 0.13006234
 0.38198505]","[ 36.96876038  40.66811238  34.9265162   39.32498484  54.6034524
  55.03979234 161.6484683 ]"
1943,2,6.3,0.25,0.44,11.6,0.041,48.0,195.0,0.9968,3.18,0.52,9.5,2,"[0.09337473 0.09693769 0.07499985 0.08054569 0.09459585 0.09776296
 0.46178324]","[ 25.35823878  26.32584999  20.36808069  21.87419209  25.689866
  26.54997186 125.40876651]"
1944,2,6.0,0.45,0.42,1.1,0.051,61.0,197.0,0.9932,3.02,0.4,9.0,2,"[0.07980914 0.08047662 0.07652474 0.08544022 0.09620782 0.09204257
 0.4894989 ]","[ 26.48437516  26.70587735  25.39445791  28.3530296   31.92621715
  30.54399561 162.43844585]"
1945,3,8.1,0.26,0.3,7.8,0.049,39.0,152.0,0.9954,2.99,0.58,10.0,2,"[0.09475091 0.08100962 0.07020635 0.0708867  0.07581805 0.08348286
 0.52384551]","[ 28.00988205  23.94773718  20.75411928  20.95524162  22.41302555
  24.67886684 154.85709909]"
1946,3,6.4,0.22,0.32,12.0,0.066,57.0,158.0,0.9992,3.6,0.43,9.0,2,"[0.09156363 0.10746451 0.08841962 0.08911756 0.10715777 0.11473312
 0.40154379]","[ 30.14172132  35.37611362  29.10675009  29.33650372  35.27513826
  37.76886108 132.1837243 ]"
1947,2,5.7,0.45,0.42,1.1,0.051,61.0,197.0,0.9932,3.02,0.4,9.0,2,"[0.0720034  0.07258965 0.06715605 0.07480097 0.08366085 0.07812855
 0.55166053]","[ 28.02763008  28.25583152  26.14077709  29.11659693  32.56534158
  30.41186943 214.73620899]"
1948,4,7.2,0.19,0.31,1.4,0.046,37.0,135.0,0.9939,3.34,0.57,10.2,4,"[0.12822771 0.12873792 0.11893956 0.10926934 0.10107786 0.1114043
 0.30234332]","[22.95052153 23.041839   21.28810376 19.5573041  18.09117197 19.93942432
 54.11417449]"
1949,2,6.7,0.31,0.44,6.7,0.054,29.0,160.0,0.9952,3.04,0.44,9.6,2,"[0.11182929 0.07967055 0.06754193 0.07212631 0.08201403 0.09203647
 0.49478142]","[ 30.79604242  21.94002543  18.59999226  19.86245996  22.58538499
  25.34540736 136.25508114]"
1950,2,8.0,0.25,0.13,17.2,0.036,49.0,219.0,0.9996,2.96,0.46,9.7,2,"[0.0823612  0.09253727 0.07022993 0.07798167 0.10157676 0.10065452
 0.47465866]","[ 33.59283043  37.74336095  28.6448238   31.80653901  41.43031729
  41.05416035 193.59998158]"
1951,1,9.9,1.005,0.46,1.4,0.046,34.0,185.0,0.9966,3.02,0.49,10.2,1,"[0.09854741 0.0805955  0.1271872  0.13102521 0.14257581 0.14181196
 0.2782569 ]","[ 46.32104433  37.88295985  59.78283915  61.58684812  67.01607274
  66.65703451 130.7913638 ]"
1952,4,8.1,0.31,0.36,8.2,0.028,29.0,142.0,0.9925,3.01,0.34,13.0,5,"[0.10650658 0.10777809 0.11280549 0.08629807 0.07638134 0.07465071
 0.43557973]","[ 31.07662804  31.44763121  32.91453244  25.18016192  22.2866475
  21.78168029 127.09401949]"
1953,3,8.1,0.24,0.38,4.3,0.044,49.0,172.0,0.996,3.37,0.74,10.8,4,"[0.12477312 0.1248537  0.12161048 0.11105195 0.11039782 0.11214015
 0.29517277]","[27.85983465 27.87782733 27.15366807 24.79611838 24.65006035 25.03909553
 65.90734035]"
1954,2,8.0,0.25,0.13,17.2,0.036,49.0,219.0,0.9996,2.96,0.46,9.7,2,"[0.09343483 0.10286128 0.08182996 0.09045771 0.11820805 0.1142807
 0.39892746]","[ 32.83106325  36.14332225  28.75335181  31.78496671  41.53585969
  40.15587178 140.1748447 ]"
1955,2,6.4,0.29,0.28,11.1,0.063,66.0,169.0,0.9973,2.89,0.57,9.0,2,"[0.069444   0.07998047 0.06196056 0.06838776 0.08603681 0.08786503
 0.54632537]","[ 27.53146556  31.70870735  24.56461081  27.11271372  34.10977736
  34.83458467 216.59376576]"
1956,2,7.2,0.15,0.33,1.1,0.027,16.0,63.0,0.9937,3.37,0.4,9.9,4,"[0.09923673 0.08946184 0.09620899 0.0901063  0.0865327  0.09078769
 0.44766575]","[ 27.32049168  24.62940498  26.48693651  24.80682835  23.82299513
  24.99441895 123.24518239]"
1957,3,7.0,0.12,0.32,7.2,0.058,22.0,89.0,0.9966,3.29,0.38,9.2,3,"[0.12251805 0.08841308 0.08568959 0.0855243  0.09150098 0.1028386
 0.4235154 ]","[ 33.4744104   24.15624041  23.41212969  23.3669674   24.99991866
  28.09758411 115.71297397]"
1958,3,7.4,0.32,0.55,16.6,0.056,53.0,238.0,1.0017,2.96,0.58,8.7,2,"[0.08869692 0.09801148 0.0762596  0.08545162 0.12172938 0.12180932
 0.40804168]","[ 38.2816453   42.30181721  32.91369323  36.88097239  52.53847736
  52.57298247 176.11105145]"
1959,2,8.5,0.17,0.31,1.0,0.024,13.0,91.0,0.993,2.79,0.37,10.1,1,"[0.09256913 0.09110397 0.09994391 0.09540391 0.09594504 0.09846941
 0.42656463]","[ 29.66310925  29.19361139  32.02630629  30.57149362  30.74489568
  31.55381234 136.68955764]"
1960,2,8.5,0.17,0.31,1.0,0.024,13.0,91.0,0.993,2.79,0.37,10.1,0,"[0.07815879 0.07877169 0.0874536  0.08375567 0.08362559 0.08554494
 0.50268973]","[ 28.728682    28.95396433  32.14515594  30.78591651  30.73810291
  31.44359354 184.77273039]"
1961,2,9.5,0.21,0.47,1.3,0.039,21.0,123.0,0.9959,2.9,0.64,9.5,0,"[0.08491698 0.09404242 0.09795603 0.09792703 0.10808016 0.109384
 0.40769337]","[ 27.5244276   30.48228892  31.75082055  31.74142036  35.03238878
  35.45500731 132.1470335 ]"
1962,2,8.2,0.21,0.48,1.4,0.041,11.0,99.0,0.9958,3.17,0.57,9.9,1,"[0.13346381 0.11484491 0.12144887 0.12190406 0.13238752 0.13608903
 0.23986181]","[26.53881121 22.83650914 24.14968261 24.24019693 26.32479519 27.06082759
 47.69568165]"
1963,3,7.4,0.32,0.55,16.6,0.056,53.0,238.0,1.0017,2.96,0.58,8.7,2,"[0.07825521 0.08827117 0.06525505 0.07266273 0.10014327 0.10422083
 0.49119174]","[ 39.40779199  44.45162854  32.86116241  36.59152472  50.43018901
  52.48356833 247.35453289]"
1964,2,6.8,0.31,0.42,6.9,0.046,50.0,173.0,0.9958,3.19,0.46,9.0,2,"[0.07422047 0.06556178 0.05183178 0.05637453 0.06355766 0.06308091
 0.62537287]","[ 27.00571846  23.85518426  18.85941259  20.51232728  23.12596762
  22.95250118 227.54697932]"
1965,3,6.8,0.27,0.28,13.3,0.076,50.0,163.0,0.9979,3.03,0.38,8.6,2,"[0.08325592 0.09375001 0.0676617  0.07515688 0.10817576 0.10631382
 0.46568591]","[ 28.474617    32.06373369  23.14118871  25.70464092  36.99752825
  36.36072166 159.2706944 ]"
1966,3,7.4,0.21,0.3,8.1,0.047,13.0,114.0,0.9941,3.12,0.35,10.5,4,"[0.12654708 0.10653167 0.10572676 0.10046444 0.09754028 0.10181363
 0.36137613]","[26.13972099 22.0053122  21.83904932 20.75205859 20.14803973 21.03074835
 74.64629772]"
1967,4,8.0,0.23,0.35,9.2,0.044,53.0,186.0,0.997,3.09,0.56,9.5,2,"[0.0678817  0.06739765 0.05501896 0.05891506 0.06736483 0.06789331
 0.61552848]","[ 25.97053568  25.78534597  21.04944256  22.54003376  25.77279091
  25.97497637 235.49210628]"
1968,3,7.6,0.2,0.31,1.4,0.047,41.0,142.0,0.9934,3.43,0.53,10.1,4,"[0.11819079 0.11742714 0.11477639 0.10729985 0.10124548 0.10863998
 0.33242036]","[23.07159243 22.92252278 22.40508067 20.94561171 19.76376106 21.20721391
 64.8905647 ]"
1969,4,6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,5,"[0.09287202 0.09203429 0.09925421 0.08490377 0.07226898 0.06931601
 0.48935073]","[ 33.23724625  32.93743483  35.52131678  30.38555121  25.86378205
  24.80696669 175.12992729]"
1970,3,8.3,0.49,0.43,2.5,0.036,32.0,116.0,0.9944,3.23,0.47,10.7,1,"[0.12525627 0.10743222 0.1222134  0.12781185 0.12504875 0.11888867
 0.27334884]","[24.94281401 21.39343365 24.33687415 25.45171669 24.90149001 23.67480644
 54.43311537]"
1971,4,6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,5,"[0.12834053 0.12622175 0.13842298 0.11669214 0.0995687  0.09493865
 0.29581525]","[33.53061232 32.97705247 36.16478263 30.48732154 26.01360061 24.80394173
 77.28553306]"
1972,2,7.6,0.2,0.26,4.5,0.086,37.0,133.0,0.9963,3.15,0.42,9.2,2,"[0.09580008 0.08534396 0.06792751 0.07392214 0.11458344 0.11354527
 0.4488776 ]","[ 29.57958259  26.35111189  20.97354749  22.82446895  35.37920262
  35.0586532  138.59709025]"
1973,2,7.5,0.26,0.26,18.35,0.084,33.0,139.0,1.0011,3.17,0.39,8.8,2,"[0.0965672  0.11300718 0.07364074 0.08071044 0.12197165 0.1272215
 0.38688129]","[ 36.26968046  42.44437298  27.65872983  30.31403979  45.81133707
  47.78313004 145.30876457]"
1974,2,7.5,0.26,0.26,18.35,0.084,33.0,139.0,1.0011,3.17,0.39,8.8,2,"[0.11124163 0.11627209 0.08299508 0.09195066 0.1406642  0.12838981
 0.32848653]","[ 36.9126979   38.58192888  27.53980081  30.51148368  46.67582781
  42.60288466 108.99988174]"
1975,3,6.8,0.27,0.35,7.8,0.048,76.0,197.0,0.9959,3.24,0.43,9.5,2,"[0.0831576  0.08592375 0.07085496 0.07917686 0.09297273 0.08958934
 0.49832475]","[ 25.93219491  26.7948026   22.09568982  24.69082319  28.99298338
  27.93789443 155.39955793]"
1976,2,6.8,0.28,0.37,7.0,0.057,35.0,208.0,0.9973,3.57,0.55,10.2,3,"[0.10417756 0.10088431 0.09069193 0.09044185 0.1030569  0.11088607
 0.39986138]","[ 29.10608309  28.18598385  25.33834203  25.26847462  28.7929819
  30.98036688 111.71694073]"
1977,3,8.4,0.2,0.27,6.3,0.048,30.0,143.0,0.9966,3.25,0.5,9.1,2,"[0.12464439 0.11284582 0.09814104 0.10190838 0.11010092 0.11407157
 0.33828788]","[27.27178683 24.69029816 21.47294141 22.29722122 24.08972352 24.95848888
 74.01628897]"
1978,3,7.9,0.33,0.26,1.2,0.044,23.0,103.0,0.9932,3.19,0.54,10.5,4,"[0.14010735 0.12527905 0.12525107 0.1198901  0.11174467 0.11949387
 0.25823388]","[24.49387752 21.90156198 21.89666948 20.95945328 19.53545072 20.89018403
 45.14502013]"
1979,3,7.5,0.38,0.5,12.8,0.042,57.0,184.0,0.9984,3.09,0.46,9.0,2,"[0.09731637 0.09406508 0.07367605 0.08452472 0.10780977 0.10747054
 0.43513747]","[ 30.72976036  29.70309345  23.26481526  26.69052014  34.04327864
  33.93616111 137.40412071]"
1980,5,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,2,"[0.07216032 0.08528386 0.06531696 0.07193326 0.09599758 0.10055792
 0.5087501 ]","[ 26.76047931  31.62730968  24.22263318  26.67627224  35.60046592
  37.29165855 188.6687262 ]"
1981,5,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,2,"[0.07216032 0.08528386 0.06531696 0.07193326 0.09599758 0.10055792
 0.5087501 ]","[ 26.76047931  31.62730968  24.22263318  26.67627224  35.60046592
  37.29165855 188.6687262 ]"
1982,5,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,2,"[0.09458205 0.10593752 0.0807618  0.08996421 0.11716355 0.11689241
 0.39469847]","[ 28.17962504  31.56285531  24.06204089  26.80379288  34.90752159
  34.82673966 117.5958348 ]"
1983,5,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,2,"[0.09154567 0.10306098 0.08041021 0.09030289 0.11696063 0.12227764
 0.39544198]","[ 27.21067232  30.63343803  23.90081354  26.84127334  34.7649163
  36.34532368 117.53961374]"
1984,5,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,2,"[0.08933074 0.10820628 0.08049518 0.08959107 0.11781975 0.12330014
 0.39125684]","[ 26.80553858  32.46953607  24.15424476  26.88365646  35.35425524
  36.99876105 117.40471591]"
1985,3,8.1,0.19,0.58,16.65,0.049,48.0,181.0,1.0006,3.2,0.62,9.1,2,"[0.11723744 0.10413089 0.08166517 0.0879864  0.11861557 0.11660387
 0.37376066]","[ 42.2444777   37.52175883  29.4266267   31.70437323  42.74106255
  42.01618171 134.67817078]"
1986,3,7.6,0.16,0.41,1.9,0.047,27.0,151.0,0.9937,3.2,0.53,10.1,3,"[0.1190725  0.10545376 0.10263848 0.09908439 0.0993717  0.10722673
 0.36715244]","[24.02617301 21.27821486 20.71015374 19.99301746 20.0509898  21.63596037
 74.08316712]"
1987,2,8.1,0.22,0.28,7.7,0.043,57.0,176.0,0.9954,3.12,0.55,10.0,2,"[0.13251533 0.11085238 0.09767145 0.10222604 0.11199421 0.11304298
 0.33169761]","[28.24426769 23.62703379 20.81765615 21.78841878 23.87040421 24.09393888
 70.69790392]"
1988,3,8.0,0.22,0.32,10.4,0.043,63.0,201.0,0.997,3.11,0.53,9.5,2,"[0.06537594 0.06864221 0.05576827 0.06133479 0.07273021 0.0709629
 0.60518568]","[ 26.16960351  27.47707413  22.32371237  24.55195805  29.11347561
  28.4060345  242.25227904]"
1989,4,7.1,0.33,0.3,3.3,0.034,30.0,102.0,0.9912,3.08,0.31,12.3,4,"[0.1421283  0.13047039 0.14968293 0.11767875 0.09479885 0.10042427
 0.26481651]","[28.11699338 25.81072904 29.61151248 23.28018182 18.75389152 19.86675832
 52.38818804]"
1990,1,6.4,0.43,0.27,1.1,0.054,5.0,110.0,0.9939,3.24,0.52,9.1,1,"[0.07973577 0.06699199 0.0683079  0.07345041 0.07610929 0.07436375
 0.56104089]","[ 27.50537494  23.10932635  23.56325797  25.33719754  26.25439655
  25.65225982 193.5347206 ]"
1991,5,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,2,"[0.08933074 0.10820628 0.08049518 0.08959107 0.11781975 0.12330014
 0.39125684]","[ 26.80553858  32.46953607  24.15424476  26.88365646  35.35425524
  36.99876105 117.40471591]"
1992,2,7.0,0.12,0.28,6.3,0.057,17.0,103.0,0.9957,3.5,0.44,9.6,1,"[0.12986956 0.09376199 0.09805228 0.094356   0.0970859  0.09924467
 0.38762961]","[ 34.16791502  24.66822704  25.79697615  24.82450706  25.54272657
  26.11068615 101.98306355]"
1993,3,7.4,0.3,0.22,5.25,0.053,33.0,180.0,0.9926,3.13,0.45,11.6,3,"[0.11666028 0.10022858 0.09990364 0.09023457 0.09339577 0.09804858
 0.40152858]","[26.09149575 22.41648648 22.34381333 20.18129123 20.88830468 21.92892159
 89.80333065]"
1994,3,7.0,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,2,"[0.07447965 0.09168838 0.06974001 0.07142748 0.08043452 0.08184459
 0.53038537]","[ 27.36739278  33.69070542  25.62582371  26.24587799  29.55549712
  30.07362474 194.88900663]"
1995,3,8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,8.9,3,"[0.08256405 0.0918103  0.08128869 0.07946621 0.08947144 0.09178553
 0.48361378]","[ 34.97947393  38.89678599  34.43914913  33.66703253  37.90589475
  38.88629141 204.89010259]"
